taxid,name,nametype,rank
38009,Artemiidae,scientific name,family
38010,Lepadidae,scientific name,family
38011,Sacculinidae,scientific name,family
38096,Fulgoridae,scientific name,family
38099,Belostomatidae,scientific name,family
38102,Gelastocoridae,scientific name,family
38106,Rhopalidae,scientific name,family
38115,Dactylopiidae,scientific name,family
38124,Triozidae,scientific name,family
38128,Ectopsocidae,scientific name,family
38132,Aeolothripidae,scientific name,family
38137,Phlaeothripidae,scientific name,family
38152,Peloridiidae,scientific name,family
38257,Glaucocystaceae,scientific name,family
38263,Glaucosphaeraceae,scientific name,family
38266,Gloeochaetaceae,scientific name,family
38384,Caulacanthaceae,scientific name,family
38385,Tichocarpaceae,scientific name,family
38395,Orthonychidae,scientific name,family
38405,Diguetidae,scientific name,family
38556,Sarcodiaceae,scientific name,family
38563,Petroicidae,scientific name,family
38586,Pottiaceae,scientific name,family
38612,Acrobatidae,scientific name,family
38624,Phascolarctidae,scientific name,family
38627,Peroryctidae,scientific name,family
38630,Tarsipedidae,scientific name,family
38633,Acanthisittidae,scientific name,family
38747,Coscinodiscaceae,scientific name,family
38749,Phaeodactylaceae,scientific name,family
38752,Rhaphoneidaceae,scientific name,family
38755,Thalassionemataceae,scientific name,family
38879,Botryococcaceae,scientific name,family
39017,Geissolomataceae,scientific name,family
39020,Escalloniaceae,scientific name,family
39024,Aneuraceae,scientific name,family
39076,Loxocemidae,scientific name,family
39126,Aextoxicaceae,scientific name,family
39131,Sminthuridae,scientific name,family
39134,Anoplodiscidae,scientific name,family
39157,Cassidulidae,scientific name,family
39161,Circaeasteraceae,scientific name,family
39184,Mellitidae,scientific name,family
39187,Arachnoididae,scientific name,family
39194,Polycystididae,scientific name,family
39204,Fecampiidae,scientific name,family
39211,Temnopleuridae,scientific name,family
39216,Macrostomidae,scientific name,family
39221,Luridae,scientific name,family
39222,Pterastericolidae,scientific name,family
39223,Umagillidae,scientific name,family
39227,Coelogynoporidae,scientific name,family
39228,Otoplanidae,scientific name,family
39237,Stenostomidae,scientific name,family
39239,Catenulidae,scientific name,family
39243,Temnocephalidae,scientific name,family
39426,Dentaliidae,scientific name,family
39429,Gadilidae,scientific name,family
39451,Ceratiaceae,scientific name,family
39452,Crypthecodiniaceae,scientific name,family
39476,Muricidae,scientific name,family
39556,Grapsidae,scientific name,family
39570,Rhodophysemataceae,scientific name,family
39579,Rhodothamniellaceae,scientific name,family
39678,Arthoniaceae,scientific name,family
39684,Chitonidae,scientific name,family
39698,Tropidophiidae,scientific name,family
39699,Uropeltidae,scientific name,family
39712,Euglyphidae,scientific name,family
39715,Paulinellidae,scientific name,family
39724,Circoviridae,scientific name,family
39729,Potyviridae,scientific name,family
39733,Astroviridae,scientific name,family
39738,Tombusviridae,scientific name,family
39740,Bromoviridae,scientific name,family
39741,Barnaviridae,scientific name,family
39748,Hypoviridae,scientific name,family
39782,Blattabacteriaceae,scientific name,family
39820,Nereididae,scientific name,family
39821,Glyceridae,scientific name,family
39832,Oweniidae,scientific name,family
39933,Lecanoraceae,scientific name,family
39937,Caliciaceae,scientific name,family
39940,Mycocaliciaceae,scientific name,family
39987,Thymelaeaceae,scientific name,family
39998,Melastomataceae,scientific name,family
40013,Heteropyxidaceae,scientific name,family
40016,Memecylaceae,scientific name,family
40019,Oliniaceae,scientific name,family
40022,Penaeaceae,scientific name,family
40029,Rhizophoraceae,scientific name,family
40043,Sarcolaenaceae,scientific name,family
40046,Alzateaceae,scientific name,family
40093,Hesperiidae,scientific name,family
40105,Clavariaceae,scientific name,family
40111,Roccellaceae,scientific name,family
40128,Donacidae,scientific name,family
40132,Hedylidae,scientific name,family
40165,Diclidophoridae,scientific name,family
40248,Chamaeleonidae,scientific name,family
40289,Tuberaceae,scientific name,family
40293,Glaziellaceae,scientific name,family
40297,Galagidae,scientific name,family
40310,Proctotrupidae,scientific name,family
40314,Ctenodrilidae,scientific name,family
40331,Prorodontidae,scientific name,family
40338,Pelliaceae,scientific name,family
40417,Auriscalpiaceae,scientific name,family
40420,Bondarzewiaceae,scientific name,family
40424,Hymenochaetaceae,scientific name,family
40438,Echinodontiaceae,scientific name,family
40455,Fistulinaceae,scientific name,family
40458,Hericiaceae,scientific name,family
40465,Sparassidaceae,scientific name,family
40552,Asparagaceae,scientific name,family
40562,Strophariaceae,scientific name,family
40572,Dipsacaceae,scientific name,family
40580,Hemiscylliidae,scientific name,family
40588,Dipterocarpaceae,scientific name,family
40595,Lecideaceae,scientific name,family
40598,Sphaerophoraceae,scientific name,family
40662,Urolophidae,scientific name,family
40665,Narcinidae,scientific name,family
40678,Alcyoniidae,scientific name,family
40995,Elsinoaceae,scientific name,family
41004,Hippidae,scientific name,family
41012,Tineidae,scientific name,family
41016,Tischeriidae,scientific name,family
41021,Hepialidae,scientific name,family
41025,Micropterigidae,scientific name,family
41030,Hydropsychidae,scientific name,family
41034,Brachycentridae,scientific name,family
41038,Stylopidae,scientific name,family
41039,Xenidae,scientific name,family
41042,Tipulidae,scientific name,family
41073,Carabidae,scientific name,family
41094,Dermestidae,scientific name,family
41097,Cantharidae,scientific name,family
41102,Hydrophilidae,scientific name,family
41105,Lucanidae,scientific name,family
41110,Cucujidae,scientific name,family
41113,Pyrgomatidae,scientific name,family
41115,Trypetesidae,scientific name,family
41167,Oreasteridae,scientific name,family
41169,Ophiactidae,scientific name,family
41178,Eriocraniidae,scientific name,family
41188,Agathiphagidae,scientific name,family
41193,Heterobathmiidae,scientific name,family
41218,Colchicaceae,scientific name,family
41234,Tetrachondraceae,scientific name,family
41253,Dothideaceae,scientific name,family
41277,Astriclypeidae,scientific name,family
41294,Bradyrhizobiaceae,scientific name,family
41295,Rhodospirillaceae,scientific name,family
41297,Sphingomonadaceae,scientific name,family
41302,Oikopleuridae,scientific name,family
41303,Echimyopodidae,scientific name,family
41316,Phymosomatidae,scientific name,family
41318,Loveniidae,scientific name,family
41319,Brissidae,scientific name,family
41324,Siboglinidae,scientific name,family
41357,Karschiidae,scientific name,family
41363,Scolopendridae,scientific name,family
41370,Echinothuriidae,scientific name,family
41372,Chaetonotidae,scientific name,family
41399,Phrymaceae,scientific name,family
41424,Heterocheilidae,scientific name,family
41433,Gryllacrididae,scientific name,family
41442,Acaridae,scientific name,family
41449,Julidae,scientific name,family
41671,Lasaeidae,scientific name,family
41677,Kelliidae,scientific name,family
41692,Tubificidae,scientific name,family
41702,Alydidae,scientific name,family
41773,Berberidaceae,scientific name,family
41795,Phascolosomatidae,scientific name,family
41799,Echiuridae,scientific name,family
41811,Chaoboridae,scientific name,family
41814,Thaumaleidae,scientific name,family
41819,Ceratopogonidae,scientific name,family
41824,Dixidae,scientific name,family
41837,Conocephalaceae,scientific name,family
41842,Ricciaceae,scientific name,family
41845,Scapaniaceae,scientific name,family
41850,Calypogeiaceae,scientific name,family
41860,Calyceraceae,scientific name,family
41864,Pentaphragmataceae,scientific name,family
41865,Stylidiaceae,scientific name,family
41866,Sphenocleaceae,scientific name,family
41867,Stilbaceae,scientific name,family
41868,Martyniaceae,scientific name,family
41873,Mamiellaceae,scientific name,family
41878,Pycnococcaceae,scientific name,family
41954,Amanitaceae,scientific name,family
41969,Loxsomataceae,scientific name,family
41972,Aspleniaceae,scientific name,family
42115,Arenicolidae,scientific name,family
42148,Moronidae,scientific name,family
42164,Acrochordidae,scientific name,family
42185,Schizymeniaceae,scientific name,family
42186,Anomalepididae,scientific name,family
42208,Segestriidae,scientific name,family
42216,Hamamelidaceae,scientific name,family
42219,Cornaceae,scientific name,family
42220,Curtisiaceae,scientific name,family
42225,Griseliniaceae,scientific name,family
42226,Helwingiaceae,scientific name,family
42228,Acoraceae,scientific name,family
42243,Macrobiotidae,scientific name,family
42302,Lasiosphaeriaceae,scientific name,family
42310,Halosphaeriaceae,scientific name,family
42364,Diatrypaceae,scientific name,family
42389,Phyllophoridae,scientific name,family
42392,Sclerodactylidae,scientific name,family
42395,Synallactidae,scientific name,family
42451,Onchidiidae,scientific name,family
42472,Hemiscorpiidae,scientific name,family
42495,Serrasalmidae,scientific name,family
42530,Bryconidae,scientific name,family
42610,Parodontidae,scientific name,family
42619,Chilodontidae,scientific name,family
42655,Lucinidae,scientific name,family
42657,Solemyidae,scientific name,family
42743,Proteromonadidae,scientific name,family
42761,Forskaliidae,scientific name,family
42807,Rhizostomatidae,scientific name,family
42822,Actiniidae,scientific name,family
42823,Aiptasiidae,scientific name,family
42824,Hormathiidae,scientific name,family
42825,Stichodactylidae,scientific name,family
43062,Engraulidae,scientific name,family
43121,Pedicellinidae,scientific name,family
43124,Barentsiidae,scientific name,family
43148,Hirundinidae,scientific name,family
43216,Tubeufiaceae,scientific name,family
43219,Herpotrichiellaceae,scientific name,family
43254,Harpagiferidae,scientific name,family
43268,Schizomidae,scientific name,family
43272,Sironidae,scientific name,family
43279,Ischyropsalididae,scientific name,family
43282,Dicranolasmatidae,scientific name,family
43285,Nemastomatidae,scientific name,family
43289,Triaenonychidae,scientific name,family
43292,Phalangodidae,scientific name,family
43297,Cosmetidae,scientific name,family
43301,Gonyleptidae,scientific name,family
43314,Glareolidae,scientific name,family
43469,Dendrobatidae,scientific name,family
43475,Dicamptodontidae,scientific name,family
43506,Leiopelmatidae,scientific name,family
43512,Mantellidae,scientific name,family
43540,Pelodytidae,scientific name,family
43564,Rhinophrynidae,scientific name,family
43567,Rhyacotritonidae,scientific name,family
43682,Ascoviridae,scientific name,family
43698,Synbranchidae,scientific name,family
43701,Kirkiaceae,scientific name,family
43707,Meliaceae,scientific name,family
43756,Scathophagidae,scientific name,family
43757,Mystacinobiidae,scientific name,family
43758,Rhinophoridae,scientific name,family
43823,Limoniidae,scientific name,family
43825,Ironomyiidae,scientific name,family
43826,Lonchopteridae,scientific name,family
43827,Platypezidae,scientific name,family
43828,Sciadoceridae,scientific name,family
43835,Pipunculidae,scientific name,family
43848,Ulidiidae,scientific name,family
43873,Zygophyllaceae,scientific name,family
43954,Cyprididae,scientific name,family
44164,Primnoidae,scientific name,family
44169,Antipathidae,scientific name,family
44179,Anthothelidae,scientific name,family
44182,Paragorgiidae,scientific name,family
44185,Coralliidae,scientific name,family
44188,Acanthogorgiidae,scientific name,family
44191,Plexauridae,scientific name,family
44200,Chrysogorgiidae,scientific name,family
44204,Isididae,scientific name,family
44215,Monocelididae,scientific name,family
44230,Archimonocelididae,scientific name,family
44277,Ascoideaceae,scientific name,family
44281,Pneumocystidaceae,scientific name,family
44296,Corallimorphidae,scientific name,family
44299,Dendrophylliidae,scientific name,family
44341,Vanhorniidae,scientific name,family
44342,Pelecinidae,scientific name,family
44343,Diapriidae,scientific name,family
44344,Heloridae,scientific name,family
44353,Figitidae,scientific name,family
44358,Ceraphronidae,scientific name,family
44361,Megaspilidae,scientific name,family
44364,Megalyridae,scientific name,family
44401,Nesticidae,scientific name,family
44487,Carettochelyidae,scientific name,family
44515,Pelomedusidae,scientific name,family
44580,Philodinidae,scientific name,family
44599,Pinnidae,scientific name,family
44615,Discinaceae,scientific name,family
44643,Rhizinaceae,scientific name,family
44746,Holosporaceae,scientific name,family
44928,Parazoanthidae,scientific name,family
44974,Philydraceae,scientific name,family
44985,Hyacinthaceae,scientific name,family
44998,Tecophilaeaceae,scientific name,family
45039,Pyxidiophoraceae,scientific name,family
45050,Heterothripidae,scientific name,family
45053,Thripidae,scientific name,family
45082,Centrorhynchidae,scientific name,family
45087,Neoechinorhynchidae,scientific name,family
45098,Thaumatomastigidae,scientific name,family
45105,Heteromitidae,scientific name,family
45108,Cercomonadidae,scientific name,family
45114,Oikomonadaceae,scientific name,family
45118,Axinellidae,scientific name,family
45120,Tethyidae,scientific name,family
45122,Theonellidae,scientific name,family
45125,Sycettidae,scientific name,family
45127,Clathrinidae,scientific name,family
45131,Botryosphaeriaceae,scientific name,family
45147,Lophiostomataceae,scientific name,family
45152,Phaeotrichaceae,scientific name,family
45182,Turneraceae,scientific name,family
45214,Phragmidiaceae,scientific name,family
45226,Heterogastridiaceae,scientific name,family
45307,Melanommataceae,scientific name,family
45311,Massariaceae,scientific name,family
45349,Edwardsiidae,scientific name,family
45375,Aporocotylidae,scientific name,family
45376,Spirorchiidae,scientific name,family
45394,Chirodropidae,scientific name,family
45401,Hyphomicrobiaceae,scientific name,family
45404,Beijerinckiaceae,scientific name,family
45489,Boliniaceae,scientific name,family
45492,Niessliaceae,scientific name,family
45650,Anseranatidae,scientific name,family
45664,Aphroditidae,scientific name,family
45926,Pratylenchidae,scientific name,family
45947,Corbiculidae,scientific name,family
45950,Dreissenidae,scientific name,family
45998,Globigerinidae,scientific name,family
46001,Longidoridae,scientific name,family
46101,Bolivinitidae,scientific name,family
46115,Saccamminidae,scientific name,family
46116,Astrorhizidae,scientific name,family
46128,Soritidae,scientific name,family
46135,Peneroplidae,scientific name,family
46451,Thelebolaceae,scientific name,family
46458,Milnesiidae,scientific name,family
46508,Hemiprocnidae,scientific name,family
46562,Kalotermitidae,scientific name,family
46569,Termitidae,scientific name,family
46579,Anoplocephalidae,scientific name,family
46590,Cirratulidae,scientific name,family
46593,Polynoidae,scientific name,family
46596,Magelonidae,scientific name,family
46599,Spionidae,scientific name,family
46603,Orbiniidae,scientific name,family
46630,Picrophilaceae,scientific name,family
46659,Thermoplasmataceae,scientific name,family
46660,Muraenidae,scientific name,family
46683,Ascaridiidae,scientific name,family
46706,Siderastreidae,scientific name,family
46711,Fungiidae,scientific name,family
46718,Poritidae,scientific name,family
46724,Agariciidae,scientific name,family
46729,Pocilloporidae,scientific name,family
46733,Pectiniidae,scientific name,family
46736,Merulinidae,scientific name,family
46741,Oculinidae,scientific name,family
46746,Caryophylliidae,scientific name,family
46751,Fungiacyathidae,scientific name,family
46756,Mussidae,scientific name,family
46764,Bdellouridae,scientific name,family
46918,Diastatidae,scientific name,family
47021,Orbiliaceae,scientific name,family
47069,Blackfordiidae,scientific name,family
47109,Protodrilidae,scientific name,family
47116,Bonelliidae,scientific name,family
47119,Notommatidae,scientific name,family
47127,Nuculidae,scientific name,family
47136,Quadrigyridae,scientific name,family
47163,Cyttariaceae,scientific name,family
47167,Rhytismataceae,scientific name,family
47181,Ascodesmidaceae,scientific name,family
47190,Sarcoscyphaceae,scientific name,family
47526,Unionidae,scientific name,family
47529,Margaritiferidae,scientific name,family
47533,Mutelidae,scientific name,family
47537,Neotrigoniidae,scientific name,family
47540,Lepetodrilidae,scientific name,family
47690,Menuridae,scientific name,family
47693,Climacteridae,scientific name,family
47697,Holocentridae,scientific name,family
47743,Hyaloscyphaceae,scientific name,family
47757,Adrianichthyidae,scientific name,family
47771,Asteromonadaceae,scientific name,family
47777,Tetrabaenaceae,scientific name,family
47890,Ophryoscolecidae,scientific name,family
47932,Dinophysiaceae,scientific name,family
48158,Eurostopodidae,scientific name,family
48206,Xyelidae,scientific name,family
48275,Aegothelidae,scientific name,family
48280,Batrachostomatidae,scientific name,family
48283,Caprimulgidae,scientific name,family
48389,Barbeyaceae,scientific name,family
48402,Eirenidae,scientific name,family
48423,Nyctibiidae,scientific name,family
48433,Steatornithidae,scientific name,family
48439,Gonostomatidae,scientific name,family
48501,Astrephomenaceae,scientific name,family
48528,Burmanniaceae,scientific name,family
48595,Rhizopogonaceae,scientific name,family
48704,Entomobryidae,scientific name,family
48715,Onychiuridae,scientific name,family
48719,Andrenidae,scientific name,family
48781,Mylodontidae,scientific name,family
48791,Setariidae,scientific name,family
48831,Laelapidae,scientific name,family
48836,Megisthanidae,scientific name,family
48847,Agaricostilbaceae,scientific name,family
48857,Nephromataceae,scientific name,family
48860,Peltigeraceae,scientific name,family
48910,Boreidae,scientific name,family
48966,Sporolithaceae,scientific name,family
48989,Curtonotidae,scientific name,family
48990,Camillidae,scientific name,family
48991,Ephydridae,scientific name,family
49229,Hemidiscaceae,scientific name,family
49232,Aulacoseiraceae,scientific name,family
49236,Chaetocerotaceae,scientific name,family
49241,Corethraceae,scientific name,family
49244,Cymatosiraceae,scientific name,family
49247,Lithodesmiaceae,scientific name,family
49250,Hemiaulaceae,scientific name,family
49253,Lauderiaceae,scientific name,family
49546,Flavobacteriaceae,scientific name,family
49662,Stemonaceae,scientific name,family
49929,Alseuosmiaceae,scientific name,family
50007,Tenuipalpidae,scientific name,family
50175,Cephalotaxaceae,scientific name,family
50234,Butomaceae,scientific name,family
50244,Ruscaceae,scientific name,family
50247,Sittidae,scientific name,family
50362,Melanthiaceae,scientific name,family
50435,Hemerobiidae,scientific name,family
50439,Panorpidae,scientific name,family
50447,Labiduridae,scientific name,family
50479,Berothidae,scientific name,family
50483,Raphidiidae,scientific name,family
50489,Calopterygidae,scientific name,family
50509,Aeshnidae,scientific name,family
50515,Dytiscidae,scientific name,family
50527,Buprestidae,scientific name,family
50533,Ripiphoridae,scientific name,family
50548,Cupedidae,scientific name,family
50554,Corydalidae,scientific name,family
50558,Machilidae,scientific name,family
50581,Ephemeridae,scientific name,family
50587,Poduridae,scientific name,family
50600,Mengenillidae,scientific name,family
50606,Sialidae,scientific name,family
50616,Notonectidae,scientific name,family
50619,Psocidae,scientific name,family
50623,Perlodidae,scientific name,family
50626,Mutillidae,scientific name,family
50630,Menoponidae,scientific name,family
50633,Ephemerellidae,scientific name,family
50642,Leptoceridae,scientific name,family
50645,Limnephilidae,scientific name,family
50651,Meropeidae,scientific name,family
50654,Saldidae,scientific name,family
50658,Oligotomidae,scientific name,family
50661,Myrmecolacidae,scientific name,family
50664,Elenchidae,scientific name,family
50667,Corioxenidae,scientific name,family
50673,Asilidae,scientific name,family
50674,Bombyliidae,scientific name,family
50675,Scenopinidae,scientific name,family
50676,Therevidae,scientific name,family
50677,Mydidae,scientific name,family
50678,Apioceridae,scientific name,family
50685,Mythicomyiidae,scientific name,family
50791,Embiotocidae,scientific name,family
50861,Diplogasteridae,scientific name,family
50885,Sebdeniaceae,scientific name,family
50886,Mychodeaceae,scientific name,family
50931,Pertusariaceae,scientific name,family
50934,Physciaceae,scientific name,family
50937,Stereocaulaceae,scientific name,family
51005,Hygrophoraceae,scientific name,family
51026,Oxyuridae,scientific name,family
51037,Globorotaliidae,scientific name,family
51102,Meandrinidae,scientific name,family
51105,Bolinopsidae,scientific name,family
51108,Nephtheidae,scientific name,family
51112,Stylasteridae,scientific name,family
51116,Milleporidae,scientific name,family
51280,Serpulidae,scientific name,family
51292,Capitellidae,scientific name,family
51295,Ceratophyllidae,scientific name,family
51326,Chaetopeltidaceae,scientific name,family
51340,Aplodontiidae,scientific name,family
51377,Cynomoriaceae,scientific name,family
51380,Luzuriagaceae,scientific name,family
51383,Asphodelaceae,scientific name,family
51384,Hemerocallidaceae,scientific name,family
51506,Blandfordiaceae,scientific name,family
51508,Doryanthaceae,scientific name,family
51509,Ixioliriaceae,scientific name,family
51510,Asteliaceae,scientific name,family
51518,Pycnophyidae,scientific name,family
51551,Perlidae,scientific name,family
51590,Podostemaceae,scientific name,family
51653,Plutellidae,scientific name,family
51801,Chernetidae,scientific name,family
51819,Boloceroididae,scientific name,family
51826,Ricordeidae,scientific name,family
51842,Aniliidae,scientific name,family
51964,Anguidae,scientific name,family
52030,Phacotaceae,scientific name,family
52047,Urastomidae,scientific name,family
52051,Nemertodermatidae,scientific name,family
52055,Microstomidae,scientific name,family
52058,Discocelidae,scientific name,family
52170,Pygopodidae,scientific name,family
52173,Cordylidae,scientific name,family
52181,Xenosauridae,scientific name,family
52186,Bipedidae,scientific name,family
52234,Gonatozygaceae,scientific name,family
52281,Sarcoptidae,scientific name,family
52317,Geoplanidae,scientific name,family
52426,Polyxenidae,scientific name,family
52614,Carditidae,scientific name,family
52623,Corbulidae,scientific name,family
52627,Calyptraeidae,scientific name,family
52632,Diprionidae,scientific name,family
52635,Eukrohniidae,scientific name,family
52651,Chabertiidae,scientific name,family
52675,Sphaeropleaceae,scientific name,family
52683,Treubariaceae,scientific name,family
52729,Bibionidae,scientific name,family
52746,Perissommatidae,scientific name,family
52747,Trichoceridae,scientific name,family
52748,Anisopodidae,scientific name,family
52749,Scatopsidae,scientific name,family
52750,Synneuridae,scientific name,family
52798,Tellinidae,scientific name,family
52902,Scophthalmidae,scientific name,family
52914,Pholadidae,scientific name,family
52920,Limifossoridae,scientific name,family
52926,Neritidae,scientific name,family
52929,Siphonariidae,scientific name,family
52932,Galeommatidae,scientific name,family
52935,Glycymerididae,scientific name,family
52938,Tridacnidae,scientific name,family
52974,Bartramiaceae,scientific name,family
52981,Fissidentaceae,scientific name,family
52986,Hedwigiaceae,scientific name,family
52989,Orthotrichaceae,scientific name,family
52997,Amblystegiaceae,scientific name,family
53001,Plagiotheciaceae,scientific name,family
53009,Hypnaceae,scientific name,family
53016,Plagiochilaceae,scientific name,family
53020,Trichocoleaceae,scientific name,family
53434,Halobacteroidaceae,scientific name,family
53466,Mesocestoididae,scientific name,family
53506,Pleuroceridae,scientific name,family
53689,Chaetodermatidae,scientific name,family
53695,Scutopodidae,scientific name,family
53702,Proteocephalidae,scientific name,family
54031,Atemnidae,scientific name,family
54049,Stercorariidae,scientific name,family
54124,Neodiplogasteridae,scientific name,family
54127,Melanopsidae,scientific name,family
54201,Camptobasidiaceae,scientific name,family
54204,Sphaerophragmiaceae,scientific name,family
54354,Aramidae,scientific name,family
54357,Psophiidae,scientific name,family
54364,Aptornithidae,scientific name,family
54367,Heliornithidae,scientific name,family
54372,Mesitornithidae,scientific name,family
54375,Otididae,scientific name,family
54378,Cariamidae,scientific name,family
54381,Eurypygidae,scientific name,family
54384,Rhynochetidae,scientific name,family
54504,Jacanidae,scientific name,family
54527,Coccodiniaceae,scientific name,family
54584,Microcotylidae,scientific name,family
54588,Polystomatidae,scientific name,family
54740,Chionosphaeraceae,scientific name,family
54907,Albulidae,scientific name,family
54912,Ophichthidae,scientific name,family
54924,Haemodoraceae,scientific name,family
54958,Amphisphaeriaceae,scientific name,family
54973,Ampullariidae,scientific name,family
54976,Viviparidae,scientific name,family
54980,Valvatidae,scientific name,family
54983,Neolepetopsidae,scientific name,family
54986,Fissurellidae,scientific name,family
54999,Campanilidae,scientific name,family
55004,Neomphalidae,scientific name,family
55007,Peltospiridae,scientific name,family
55016,Phenacolepadidae,scientific name,family
55030,Scissurellidae,scientific name,family
55071,Microbotryaceae,scientific name,family
55086,Bacillidae,scientific name,family
55098,Pyrochroidae,scientific name,family
55111,Notacanthidae,scientific name,family
55115,Eurypharyngidae,scientific name,family
55118,Clupeidae,scientific name,family
55129,Pristidae,scientific name,family
55133,Pristiophoridae,scientific name,family
55140,Squatinidae,scientific name,family
55153,Sciuridae,scientific name,family
55176,Sporormiaceae,scientific name,family
55198,Heteronemiidae,scientific name,family
55199,Phasmatidae,scientific name,family
55271,Metastrongylidae,scientific name,family
55279,Idiosepiidae,scientific name,family
55359,Grubbiaceae,scientific name,family
55360,Marcgraviaceae,scientific name,family
55417,Mimidae,scientific name,family
55432,Limnocharitaceae,scientific name,family
55433,Aponogetonaceae,scientific name,family
55434,Juncaginaceae,scientific name,family
55435,Posidoniaceae,scientific name,family
55436,Ruppiaceae,scientific name,family
55548,Dermatemydidae,scientific name,family
55620,Asteronychidae,scientific name,family
55626,Ophiomyxidae,scientific name,family
55637,Psychropotidae,scientific name,family
55645,Poraniidae,scientific name,family
55649,Astropectinidae,scientific name,family
55653,Isocrinidae,scientific name,family
55657,Leuconidae,scientific name,family
55660,Suberitidae,scientific name,family
55700,Acoetidae,scientific name,family
55708,Cardiidae,scientific name,family
55711,Sphaeriidae,scientific name,family
55723,Bursariidae,scientific name,family
55727,Thiaridae,scientific name,family
55731,Hydrobiidae,scientific name,family
55734,Truncatellidae,scientific name,family
55748,Bunonematidae,scientific name,family
55780,Myrmecobiidae,scientific name,family
55795,Myolaimidae,scientific name,family
55798,Diploscapteridae,scientific name,family
55805,Maluridae,scientific name,family
55815,Aeolosomatidae,scientific name,family
55819,Branchiobdellidae,scientific name,family
55844,Pleurotomariidae,scientific name,family
55860,Cancellariidae,scientific name,family
55871,Crenosomatidae,scientific name,family
55873,Philometridae,scientific name,family
55876,Filaroididae,scientific name,family
55961,Clusiaceae,scientific name,family
55970,Assimineidae,scientific name,family
56120,Haplotrematidae,scientific name,family
56123,Helicinidae,scientific name,family
56126,Zonitidae,scientific name,family
56129,Polygyridae,scientific name,family
56139,Pomatiopsidae,scientific name,family
56189,Podaxaceae,scientific name,family
56201,Bothriocephalidae,scientific name,family
56248,Acanthocolpidae,scientific name,family
56252,Haematoloechidae,scientific name,family
56256,Sagittariidae,scientific name,family
56259,Accipitridae,scientific name,family
56290,Coraciidae,scientific name,family
56295,Pteroclidae,scientific name,family
56302,Musophagidae,scientific name,family
56309,Trogonidae,scientific name,family
56478,Ramalinaceae,scientific name,family
56488,Thelephoraceae,scientific name,family
56627,Ochnaceae,scientific name,family
56693,Lacistorhynchidae,scientific name,family
56709,Onchobothriidae,scientific name,family
56718,Blenniidae,scientific name,family
56724,Pholidae,scientific name,family
56735,Trachinidae,scientific name,family
56740,Alstroemeriaceae,scientific name,family
56757,Stictidaceae,scientific name,family
56881,Lunulariaceae,scientific name,family
56883,Monocleaceae,scientific name,family
56885,Fossombroniaceae,scientific name,family
56910,Herbertaceae,scientific name,family
56911,Jubulaceae,scientific name,family
56912,Porellaceae,scientific name,family
57083,Sphinctrinaceae,scientific name,family
57110,Erpobdellidae,scientific name,family
57201,Cantharellaceae,scientific name,family
57253,Discocotylidae,scientific name,family
57254,Diplostomatidae,scientific name,family
57284,Echinorhynchidae,scientific name,family
57290,Enoplidae,scientific name,family
57380,Bucerotidae,scientific name,family
57381,Ramphastidae,scientific name,family
57382,Centropidae,scientific name,family
57383,Cerylidae,scientific name,family
57385,Coliidae,scientific name,family
57386,Meropidae,scientific name,family
57387,Momotidae,scientific name,family
57388,Todidae,scientific name,family
57390,Upupidae,scientific name,family
57503,Urostylidae,scientific name,family
57506,Oxytrichidae,scientific name,family
57514,Silphidae,scientific name,family
57559,Belonolaimidae,scientific name,family
57610,Terebridae,scientific name,family
57611,Coralliophilidae,scientific name,family
57613,Olividae,scientific name,family
57614,Volutidae,scientific name,family
57615,Turbinellidae,scientific name,family
57616,Rissoellidae,scientific name,family
57692,Sirobasidiaceae,scientific name,family
57707,Argophyllaceae,scientific name,family
57708,Phellinaceae,scientific name,family
57710,Columelliaceae,scientific name,family
57716,Phyllonomaceae,scientific name,family
57768,Clinidae,scientific name,family
57769,Labrisomidae,scientific name,family
57770,Chaenopsidae,scientific name,family
57771,Tripterygiidae,scientific name,family
57772,Dactyloscopidae,scientific name,family
57876,Acmaeidae,scientific name,family
57877,Chaetopleuridae,scientific name,family
57970,Stylocellidae,scientific name,family
57971,Leiobunidae,scientific name,family
57972,Caddidae,scientific name,family
57976,Megachasmidae,scientific name,family
57977,Mitsukurinidae,scientific name,family
57978,Pseudocarchariidae,scientific name,family
57992,Oecophoridae,scientific name,family
57993,Nabidae,scientific name,family
57995,Hydroptilidae,scientific name,family
58055,Rhinolophidae,scientific name,family
58154,Ostreopsidaceae,scientific name,family
58183,Iblidae,scientific name,family
58254,Keroplatidae,scientific name,family
58365,Nebaliidae,scientific name,family
58539,Pamphagidae,scientific name,family
58543,Pyrgomorphidae,scientific name,family
58544,Pneumoridae,scientific name,family
58545,Proscopiidae,scientific name,family
58546,Eumastacidae,scientific name,family
58549,Thericleidae,scientific name,family
58550,Tetrigidae,scientific name,family
58551,Tridactylidae,scientific name,family
58552,Cylindrachetidae,scientific name,family
58554,Haglidae,scientific name,family
58555,Phylliidae,scientific name,family
58556,Pseudophasmatidae,scientific name,family
58558,Ripipterygidae,scientific name,family
58669,Hypsibiidae,scientific name,family
58822,Nepticulidae,scientific name,family
58861,Quiinaceae,scientific name,family
58877,Medusagynaceae,scientific name,family
59003,Boryaceae,scientific name,family
59009,Philesiaceae,scientific name,family
